filename	prompt	timestamp	sample_rate	bit_depth
recording_20250705_114427.wav	မိသားစု ထဲ က ခြေထောက် မှာ ဒါမှမဟုတ် အဆုတ် မှာ သွေးခဲ တဲ့ သူ တစ်ယောက်ယောက် ရှိ လား ။	20250705_114427	16000	16
recording_20250705_114439.wav	ခင်ဗျား မကြာသေးမီ က ခွဲစိတ် မှု တွေ လုပ် ခဲ့ လား ။	20250705_114439	16000	16
recording_20250705_114449.wav	ခြေသလုံး မှာ နာ တာ ရှိ လား ။	20250705_114449	16000	16
recording_20250705_114503.wav	ခင်ဗျား ရဲ့ ခြေသလုံး မှာ နာ တာ က အနား ယူ ရင် သက်သာ ပြီး လမ်းလျှောက် ရင် ပိုဆိုး တယ် ။	20250705_114503	16000	16
recording_20250705_114515.wav	ခင်ဗျား ၅၀၀ မီတာ ထက် ပိုလျှောက် ရင် ခင်ဗျား ခြေသလုံး နာ တယ် ။	20250705_114515	16000	16
recording_20250705_114530.wav	ခင်ဗျား မှာ သွေးတိုး တာ ရှိ ပြီး လွန်ခဲ့တဲ့ နှစ် ၂၀ တုန်း က စီးကရက် အလိပ် ၄၀ သောက် ခဲ့ တယ် ။	20250705_114530	16000	16
recording_20250705_114546.wav	ခင်ဗျား က ညာဘက် ခြေသလုံး နာ ပြီး ဆေးရုံ ရောက် လာ တဲ့ အသက် ၄၀ ရှိ တဲ့ အမျိုးသမီး မစ္စစ် ဂျိုး ဖြစ် တယ် ။	20250705_114546	16000	16
recording_20250705_114559.wav	လွန်ခဲ့တဲ့ ၂၄ နာရီ လောက် ကတည်း က တဖြည်းဖြည်း နဲ့ နာကျင် လာ ပါတယ် ။	20250705_114559	16000	16
recording_20250705_114614.wav	ခင်ဗျား မှာ သွေးခဲ ပိတ်ဆို့ တဲ့ မိသားစု မှတ်တမ်း ( အဆုတ် ထဲ မှာ သွေးခဲ ခြင်း )	20250705_114614	16000	16
recording_20250705_114627.wav	ခင်ဗျား ရဲ့ အမေ က အဲ တာ ကို အသက် ၄၀ မှာ ဖြစ် ခဲ့ တယ် ။	20250705_114627	16000	16
recording_20250705_114653.wav	ခင်ဗျား လွန်ခဲ့တဲ့ နှစ် ၂၀ တုန်း က စီးကရက် တစ်ရက် ကို အလိပ် ၃၀ သောက် ခဲ့ တယ် ။	20250705_114653	16000	16
recording_20250705_114721.wav	သွေးပြန်ကြော အနက်ပိုင်း တွင် သွေးခဲ ခြင်း ( ရောင် ခြင်း ၊ နီမြန်း ခြင်း ၊ ခြေသလုံး နာ ခြင်း ၊ ရင်ဘတ် အောင့် ခြင်း ဒါမှမဟုတ် အသက်ရှူမဝခြင်း )	20250705_114721	16000	16
recording_20250705_114732.wav	ဘေကာ အရည်အိတ် ( ဒူးဆစ် နောက်ပိုင်း ရောင် ခြင်း )	20250705_114732	16000	16
recording_20250705_114746.wav	ဘားဂါ ရောဂါ ( ငယ်ရွယ် တဲ့ လူနာ မှာ ဆေးလိပ် သောက် တဲ့ မှတ်တမ်း ရှိ ခြင်း )	20250705_114746	16000	16
recording_20250705_114807.wav	ကျောရိုး နာကျင် ခြင်း ( ခြေသလုံး နာကျင် မှု ဒါမှမဟုတ် ကျောကုန်း မပါ ၊ ကျောရိုးနာဗ့်ကြောမ ကြီး ကျဉ်း လာ သောကြောင့် နာကျင် ခြင်း )	20250705_114807	16000	16
recording_20250705_114823.wav	တင်ကြောလျှောက်နာ ( ကြောကုန်း က နေ ခြေသလုံး တစ်လျှောက် နာကျင် ခြင်း )	20250705_114823	16000	16
recording_20250705_114835.wav	စိတ်ဒဏ်ရာ ( စိတ်ဒဏ်ရာ ဖြစ် ဖူး တဲ့ မှတ်တမ်း )	20250705_114835	16000	16
recording_20250705_114857.wav	အရေပြား ဒါးမစ် အလွှာ ရောင် ခြင်း ( အဖျား ၊ နီမြန်း ခြင်း ၊ ခြေသလုံး နာ ခြင်း ၊ လူနာ များ နာမကျန်း ဖြစ် ခြင်း )	20250705_114857	16000	16
recording_20250705_114937.wav	သွေးလျှောက် မှု နည်း သောကြောင့် လေ့ကျင့်ခန်း လုပ် ချိန် တွင် ကြွက်သား များ နာကျင် ခြင်း ( သက်လတ်ပိုင်း ဒါမှမဟုတ် သက်ကြီးပိုင်း လူနာ တွေ မှာ ၊ လမ်းလျှောက် ရင် နာ ခြင်း ၊ နား လိုက် ရင် သက်သာ ခြင်း ၊ သွေးတိုး ၊ ဆီးချို ရောဂါ တွေ လို အန္တရာယ် များ ခြင်း )	20250705_114937	16000	16
recording_20250705_115003.wav	ခင်ဗျား လက်တစ်ချောင်း နဲ့ နာကျင် မှု က ဘယ်နား မှာ လဲ ဆို တာ ပြ နိုင် မလား ။	20250705_115003	16000	16
recording_20250705_115015.wav	ခင်ဗျား ခြေထောက် နှစ်ဖက် လုံး မှာ နာကျင် မှု ရှိ လား ။	20250705_115015	16000	16
