filename	prompt	timestamp	sample_rate	bit_depth
recording_20250709_092635.wav	ခင်ဗျား ခန္ဓာကိုယ် ပေါ် မှာ အဖု တွေ ရှိ တာ သတိထား မိ လား ။	20250709_092635	16000	16
recording_20250709_092645.wav	ခင်ဗျား ပုံမှန် ပဲ ကျော်ဖြတ် နေ လား ။	20250709_092645	16000	16
recording_20250709_092657.wav	ကျွန်တော် ခင်ဗျား ကို ကိုယ်ရေးကိုယ်တာ မေးခွန်း အချို့ မေး ဖို့ လိုအပ် တယ် ၊ အဲဒါ အဆင်ပြေ လား ။	20250709_092657	16000	16
recording_20250709_092710.wav	ခင်ဗျား စိတ်ကြွ ဆေး တွေ သုံး ဖို့ အခွင့်အလမ်း တစ်ခုခု ရှိ နေ လား ။	20250709_092710	16000	16
recording_20250709_092719.wav	ခင်ဗျား အရင် က စိတ်ကြွ ဆေး သုံး ခဲ့ ဖူး လား ။	20250709_092719	16000	16
recording_20250709_092743.wav	ခင်ဗျား ဒီ မတိုင်ခင် က ရင်ဘတ် နာ တာ ဒါမှမဟုတ် ဗိုက် နာ တာ ဖြစ် ဖူး လား ။ ( နှလုံး ကြွက်သား များ အောက်ဆီဂျင် မ ရ တာကြောင့် သေဆုံး ခြင်း ၊ ပီအီး ၊ သွေးလွှတ်ကြောမ ဖောင်း ခြင်း )	20250709_092743	16000	16
recording_20250709_092803.wav	ခင်ဗျား ခေါင်းကိုက် ဖူး လား ။ အန် တာ ရော ဖြစ် လား ။ လည်ပင်း ရော နာ နေ လား ။ (ဦးနှောက်ဖုံး မြှေး အောက် တွင် သွေး ယိုစီး မှု )	20250709_092803	16000	16
recording_20250709_092816.wav	ခင်ဗျား မူးမလဲ ခင် ဗိုက်ဆာ နေ ခဲ့ လား ၊ ချွေး ထွက် တာ ဒါမှမဟုတ် တုန် နေ ခဲ့ လား ။	20250709_092816	16000	16
recording_20250709_092830.wav	ခင်ဗျား မှာ သွေး တွင်း သကြားဓာတ် မြင့် တဲ့ ရောဂါ ကို စစ်ဆေး တွေ့ရှိ ဖူး လား ။	20250709_092830	16000	16
recording_20250709_092842.wav	ခင်ဗျား လဲကျ သွား တော့ မယ် လို့ ခံစား ခဲ့ ရ လား ။ ( လဲကျ မလို ဖြစ် ခြင်း )	20250709_092842	16000	16
recording_20250709_092853.wav	ခင်ဗျား နိုးလာ တဲ့ အခါ ဘာ ကို သတိ ရ လဲ ။	20250709_092853	16000	16
recording_20250709_092904.wav	ခင်ဗျား လဲကျ သွား ချိန် မှာ ခင်ဗျား တစ်ယောက်ယောက် ကို မြင် ခဲ့ လား ။	20250709_092904	16000	16
recording_20250709_092914.wav	ခင်ဗျား ဘာသာ ခင်ဗျား ဆီး သွား ခဲ့ လား ။	20250709_092914	16000	16
recording_20250709_092923.wav	ခင်ဗျား လျှာ ကို ခင်ဗျား ကိုက် ခဲ့ လား ။	20250709_092923	16000	16
recording_20250709_092937.wav	ခင်ဗျား အရင် က လေဖြတ် ခဲ့ ဖူး လား ဒါမှမဟုတ် အသေးစား လေဖြတ် ဖူး လား ။	20250709_092937	16000	16
recording_20250709_092947.wav	ခင်ဗျား မှာ နှလုံး ပြဿနာ တွေ ရှိ လား ။	20250709_092947	16000	16
recording_20250709_092959.wav	ခင်ဗျား လဲမကျ ခင် နှင့် လဲကျ ပြီးနောက် အချိန် တွေ မှာ အန် ခဲ့ လား ။	20250709_092959	16000	16
recording_20250709_093009.wav	ဒီဟာ မတိုင်ခင် က ခင်ဗျား ရင်ဆိုင် နိုင်မဲ့ အလားအလာ ရှိ လား ။	20250709_093009	16000	16
recording_20250709_093027.wav	ခင်ဗျား ကျွန်တော့် ကို ပြော ပုံ အရ ၊ မစ္စတာ အိုဘားမား ၊ ခင်ဗျား ဦးနှောက် ထဲ သွေးယို တာ ကို ခံစား ရ နိုင် ချေ ရှိ ပုံပေါ် တယ် ။	20250709_093027	16000	16
recording_20250709_093053.wav	ခင်ဗျား ကျွန်တော့် ကို ပြော ပုံ အရ ၊ မစ္စတာ အိုဘားမား ၊ ကံမကောင်း စွာ နဲ့ ခင်ဗျား ဦးနှောက် ထဲ သွေးယို တာ ကို ခံစား ရ ကောင်း ခံစား ရ မဲ့ ပုံပေါ် တယ် ။	20250709_093053	16000	16
recording_20250709_093123.wav	ဒါ က အသည်းအသန် ဖြစ် တဲ့ အခြေအနေ ပြီးတော့ ကျွန်တော် တို့ ခင်ဗျား ဆေးရုံ တင် ဖို့ နဲ့ ခင်ဗျား ရဲ့ ဦးနှောက် ကို အရေးပေါ် စီတီ စကင် ဖတ် ဖို့ စီစဉ် ရန် လိုအပ် တယ် ။	20250709_093123	16000	16
recording_20250709_093141.wav	သွေးယို တာ အတည်ဖြစ် ရင် အဲဒီနောက် ကျွန်တော် တို့ က ခင်ဗျား ကို ဦးနှောက် နှင့် အာရုံကြော ခွဲစိတ် အထူးကု ဆီသို့ ညွှန်း ပေး လိမ့် မယ် ။	20250709_093141	16000	16
