filename	prompt	timestamp	sample_rate	bit_depth
recording_20250628_181147.wav	ခင်ဗျား ရဲ့ တစ်ကိုယ်ရည် အင်္ဂါ က နေ အရည် ထွက် လား ။ ( ဆီးပြွန် ရောင် ခြင်း ၊ မျက်စိ နာ ခြင်း နှင့် အဆစ်အမြစ် များ ရောင် ခြင်း တို့ ပါ သော လူငယ် များ တွင် ဖြစ် သည့် လက္ခဏာ စု )	20250628_181147	16000	16
recording_20250628_181205.wav	ခင်ဗျား ရဲ့ မျက်လုံး ထဲ မှာ သဲတရှပ်ရှပ် ဖြစ် တဲ့ ခံစား မှု ရှိ လား ။ ( ပြင်ပ ဝင်ရောက် လာ တဲ့ အရာ )	20250628_181205	16000	16
recording_20250628_181224.wav	ကျော နာ တာ ရှိ လား ။ ခင်ဗျား ရဲ့ မိသားစု ထဲ မှာ တူညီ တဲ့ ရောဂါ ရှိ တဲ့ သူ ရှိ လား ။ ( အဆစ်အမြစ် ခိုင် ရောဂါ )	20250628_181224	16000	16
recording_20250628_181246.wav	အိုင်ဗွီ အစီတဇောလမိုက် ၅၀၀ မီလီဂရမ်	20250628_181246	16000	16
recording_20250628_181304.wav	မျက်စဉ်း ၊ ဘီတာ-ဘလော့ကာစ် ( တီမိုလော ) ၊ ဖီလိုကာပိုင်း	20250628_181304	16000	16
recording_20250628_181314.wav	မျက်စိ အထူးကု ဆရာဝန်	20250628_181314	16000	16
recording_20250628_181334.wav	ခင်ဗျား က ခေါင်းကိုက် ပြီး ဆေးရုံ ကို ရောက်လာတဲ့ အသက် ၂၀ အရွယ် အမျိုးသမီး တစ် ယောက် ဖြစ် တဲ့ မစ္စစ် လိုပတ် ပါ။	20250628_181334	16000	16
recording_20250628_181347.wav	ပါရာစီတမော သောက် ခဲ့ တယ် ဒါပေမဲ့ အကျိုး မ ရှိ ခဲ့ ဘူး ။	20250628_181347	16000	16
recording_20250628_181402.wav	ခေါင်းကိုက် က ခင်ဗျား ကို ဖျားနာ အောင် လုပ် ခဲ့ တယ် ဒါပေမဲ့ ခင်ဗျား မ အန် ခဲ့ ဘူး ။	20250628_181402	16000	16
recording_20250628_181418.wav	အလင်းရောင် က ခင်ဗျား ကို စိတ် အနှောင့်အယှက် ပေး နေ တာ ကို ခင်ဗျား သတိထား မိ တယ် ။	20250628_181418	16000	16
recording_20250628_181430.wav	ခင်ဗျား ခေါင်း ကိုက် သောကြောင့် တက္ကသိုလ် ၂ ရက် ပျက် ခဲ့ တယ် ။	20250628_181430	16000	16
recording_20250628_181441.wav	ခင်ဗျား အမေ မှာ ခေါင်း တစ် ခြမ်း ကိုက် တဲ့ ရောဂါ ရှိ တယ် ။	20250628_181441	16000	16
recording_20250628_181456.wav	ခင်ဗျား က ပုံမှန် ကျန်းမာ ပြီး ဒေါင်ဒေါင်မြည် ပြီးတော့ ဘာ ဆေး မှ မလို ဘူး ။	20250628_181456	16000	16
recording_20250628_181515.wav	ခင်ဗျား က မစ် စမစ် ၊ ခေါင်း ကိုက် လို့ ဆေးရုံ သို့ လာ သော အသက် ၂၀ အရွယ် ရှိ တဲ့ အမျိုးသမီး ဖြစ် တယ် ။	20250628_181515	16000	16
recording_20250628_181531.wav	ခင်ဗျား မှာ ခေါင်း တစ် ခြမ်း ကိုက် တဲ့ ရောဂါ မှတ်တမ်း ရှိ ပြီး ပရိုပရင်နိုလော သောက် နေ ရ တယ် ။	20250628_181531	16000	16
